image_name,gemini_output,sentiment,sarcasm,vulgarity,abuse,target
image_tamil_0315.jpg,"This meme features a screenshot from a classic Tamil film, depicting the comedian Goundamani in a white shirt and dhoti pointing an accusing finger at a small child wearing a yellow shirt. To the right, a woman in a pink saree looks on attentively. Goundamani's expression is one of exasperated anger, while the child stands quietly in front of a rustic, thatched-wall backdrop with a piece of blue cloth hanging behind them. The yellow Tamil text on the black bar at the top translates to, ""If only we had killed this on the very day it was born by pouring cactus milk, would it do things like this?"" which is a dark-humored, hyperbolic expression used to convey intense frustration over someone's annoying or mischievous behavior.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0149.jpg,"This meme features two men inside a car looking upwards, captured from a high-angle view. The man on the left, wearing a pink shirt, looks up with a curious and slightly skeptical expression, while the man on the right, dressed in a colorful plaid shirt, looks absolutely ecstatic, with wide eyes, a delighted smile, and hands raised in a gesture of adoration. The Tamil text overlay at the top translates to, ""Hey partner, look here... your girl has posted a poem,"" accompanied by heart-eyes emojis, humorously capturing the dramatic, love-struck reaction of a friend finding out their romantic interest has shared a poetic post.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0219.jpg,"This meme features a close-up of the well-known Tamil comic actor Vadivelu looking upward with an expression of utter bewilderment, his eyes rolled skyward as he scratches his head with his right hand. He is wearing a pink collared shirt against a softly blurred, patterned background. The Tamil text overlaid above him in yellow translates in English to, ""My head literally spun for two minutes,"" perfectly capturing a state of extreme confusion, disbelief, or shock.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0232.jpg,"This meme features Indian actress Tamannaah Bhatia looking highly irritated and angry, with her eyes wide, teeth bared, and both fists clenched and raised at her sides in a threatening or exasperated gesture. At the top of the image, a Tamil text overlay reads ""எனக்கு வர்ற கோவத்துக்கு உங்களை..."" accompanied by two angry emojis, which translates to ""For the anger I am getting, I'll do something to you..."" representing a humorous threat of retaliation or extreme frustration directed at the viewer. In the bottom-left corner, a small watermark logo for a Tamil comedy meme website is visible.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0919.jpg,"This two-panel meme uses scenes from a Tamil film to create a literal, humorous interpretation of a dramatic song lyric. In the top panel, a close-up shows a man with a sorrowful, distressed, and teary-eyed expression, accompanied by the Tamil text overlay, Kangal rendum neerilae, which translates to ""both eyes are in the water,"" a poetic lyric traditionally referring to eyes filled with tears. The bottom panel shows a couple standing on a small boat in a river amidst a heavy downpour, but it humorously takes the lyric literally by photoshopping a pair of disembodied human eyeballs floating in the river water next to the boat.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0713.jpg,"This internet meme humorously illustrates the sudden, overwhelming responsibility of being unexpectedly made a WhatsApp group admin right before the previous admin departs, utilizing dramatic stills from classic Tamil cinema. The top half of the meme features the text ""WHEN YOUR WHATSAPP GROUP ADMIN, MADE YOU AS ADMIN"" above two panels showing actor Nassar with a bewildered and panicked facial expression while holding a document, alongside a woman holding a baby who looks equally shocked and concerned. The bottom half contains the text ""AND LEFT THE GROUP"" below an image of a man standing in a traditional white dhoti and dark shawl with a stern, imposing expression at the entrance of a grand mansion staircase, representing the sudden and intimidating transition of power. A faint watermark in the center reads ""Facebook.com/Kaatupoochi007,"" where the Tamil word ""Kaatupoochi"" translates to ""wild insect"" or ""forest bug.""",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0325.jpg,"This meme features a middle-aged South Indian man with glasses and a light purple button-down shirt, sitting on a chair and looking towards the camera with a polite, knowing, and slightly amused smile. Above him, a black banner displays the Tamil text ""வெரி வெரி நைஸ்!!!"", which translates to ""Very very nice!!!"" in English. The image, commonly used to convey mild appreciation, polite approval, or sarcastic praise, also includes a small logo and the website watermark ""ROFLPHOTOS.COM"" in the bottom-left corner.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0778.jpg,"This Tamil comedy meme features a scene set in a police station with a distressed-looking woman in a saree holding her cheek in worry, a bewildered young man looking on behind her, and a female police officer in uniform sternly pointing her finger while questioning them. The Tamil text overlay translates to a humorous exchange where the woman reports, ""My husband went to buy dosa batter and has been missing for a week, Madam,"" to which the officer asks, ""What did you do for a week, ma'am?"" expecting to hear about her search efforts. However, the naive woman hilariously misinterprets the question and replies, ""I managed by eating upma and poori, Madam!"" revealing that her only concern during his disappearance was how she substituted her meals without the dosa batter.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0543.jpg,"This four-panel meme humorously contrasts an edited photo with an original, accompanied by a reactive scenario. In the top-left panel, the face of Tamil comedian Vadivelu, complete with a thick, fake mustache and a defiant expression, is edited onto a woman's body wearing a white strappy top with sunglasses on her head. The top-right panel shows the original photo of a woman smiling gently in the same pose. The bottom panels depict Vadivelu in a sports shirt reacting with intense, comical fury: on the left, labeled *Priya, he points accusingly with a grimace, and on the right, he clutches a stone with a look of extreme regret and frustration. The Tamil caption at the bottom translates to, ""I trusted you and posted this... My brain should be beaten with a slipper,"" which is a colloquial expression of deep self-regret for making a foolish decision based on trust.",Negative,Sarcastic,Non-Vulgar,Abusive,Person
image_tamil_0618.jpg,"This meme features a humorous Tamil dialogue exchange followed by a reaction template showing a family laughing at an embarrassing failure. The text at the top translates to Yogi Babu advising, ""Sir, tell him you forgot everything so he will stop crying,"" to which Thambi Ramaiah claims, ""Brother, I have forgotten everything."" However, when SK asks, ""What is your name, sir?"" Thambi Ramaiah instantly replies, ""Lakshmanan,"" prompting SK to point out, ""See, he hasn't forgotten anything yet."" Below, the reaction panels depict a group labeled as family members laughing hysterically and pointing at a young man in a black shirt, labeled as me, who reacts with embarrassment and facepalms at his own obvious blunder.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0978.jpg,"This meme uses a split-screen contrast to humorously juxtapose romantic idealism with the harsh reality of aging. The top panel features a romantic scene between a young couple with the Tamil text translated as When your cheeks wrinkle and my mustache turns grey, representing a classic poetic promise of growing old together. The bottom panel features the famous Tamil comedian Vadivelu in a scene where he looks at a man who has lost his mustache, with the Tamil text asking where his mustache went, highlighting the funny irony that in reality, aging often results in the loss of features like a thick mustache rather than just a graceful transition to gray. The comedic timing relies on the contrast between the dramatic sentiment of the first image and the confused, observant expression of the actor in the second, effectively subverting the romantic trope.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0847.jpg,"The provided image is a meme contrasting a typo in a political campaign poster with a reaction from a politician. The top half shows an election manifesto from the All India Anna Dravida Munnetra Kazhagam party, featuring a glaring typographical error where the word Peace is misspelled as Pease. The bottom half displays a photograph of Edappadi K. Palaniswami, a prominent party leader, covering his face with his hand in an apparent gesture of frustration or embarrassment, accompanied by the Tamil text ithuvea thappa, which translates to is this itself a mistake or is this all it takes for a mistake to happen. Together, the meme suggests that the party leadership is disheartened by the unprofessional spelling error displayed on their own official election material.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0342.jpg,"This meme features a close-up shot of the famous Tamil comedian Vadivelu, who displays a look of intense suspicion and skepticism with narrowed eyes and a serious, slightly judgmental facial expression. Superimposed over his image in red text is the Tamil phrase Nammalaye overtake panniduvar pola, which translates to ""It looks like he might overtake us"" or ""It seems like he is going to get ahead of us."" The image captures a classic comedic trope where the character anticipates someone else’s attempt to outdo or surpass him, using his signature deadpan expression to convey a mixture of apprehension and dry wit.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0512.jpg,"This meme features a screenshot from a Thanthi TV news broadcast showing a politician, identified as the former Chief Minister of Tamil Nadu Edappadi K. Palaniswami, delivering a speech from a podium during an election campaign. The red circle highlights a man standing on the balcony of a building behind the politician, who appears to be ignoring the speech and looking away, which is presented as a humorous display of indifference. The Tamil text at the top translates to, ""A Chief Minister is coming to campaign! Look at how he respects him!"" followed by laughing emojis. A thought bubble on the right adds the sound effect ""Kakakapo!"" to emphasize the mockery. The news ticker at the bottom carries the headline, ""We need a strong Prime Minister.""",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0701.jpg,"This meme features a still of an actor from a Tamil film looking upward with a confused, slightly skeptical expression, his face conveying a mix of annoyance and questioning thought. The Tamil text overlaid on the image reads, ""Noi vandha vaithiyam... kadhal vandha paithiyam..."", which translates to, ""If you get a disease, there is medical treatment... but if you fall in love, you go insane..."". The caption juxtaposes the idea that physical ailments have cures, while suggesting that the experience of love is akin to a form of madness, a common theme in humorous social media commentary about the struggles of romantic relationships.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Organization
image_tamil_0434.jpg,"This meme features a frame from a classic Tamil comedy film starring actor Vadivelu, who is shown walking through a corridor with a bundle of belongings balanced on his head and a wide, gleeful grin on his face. The expression captures a sense of carefree excitement or the comical start of an unexpected journey. The Tamil text at the top, ""Indha kelambitomla,"" translates to ""Here we go"" or ""We are finally leaving,"" and is commonly used in internet culture to humorously signify the act of starting a task, embarking on a trip, or decisively exiting a situation.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0696.jpg,"This meme features an edited image of American television host Steve Harvey sitting in the hot seat of the game show Who Wants to Be a Millionaire, wearing a look of intense, comedic shock and wide-eyed confusion. The text overlay, written in Tamil, presents a humorous, nonsensical question that translates to, ""Which is the vegetable that Powerstar hit?"" along with four options representing various vegetable names including Avaraka (flat bean), Berika, Kathirika (eggplant), and Podalagnka (snake gourd). The humor relies on the juxtaposition of the serious, high-stakes game show setting with a ridiculous, pop-culture-referencing question involving the eccentric Tamil actor known as Powerstar Srinivasan.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0656.jpg,"This meme utilizes a scene from a Tamil film to comedically contrast the intensity of horror movie ghosts with the absurdity of a specific content creator's antics. In the upper panel, a man sits with two others, and the text asks why people are ghosts, with labels identifying them as Kanchana Akka, a famous horror movie character, and Valak, the antagonist from The Conjuring universe. In the lower panel, the same man is suddenly seen dancing in a bright red saree, and the caption mockingly warns a ghost to come during the climax of the movie to perform a dance, challenging them to approach like a storm and warning them not to get up to cause trouble. The overall humor relies on the juxtaposition of terrifying cinematic horror icons with the sudden, flamboyant, and comedic transformation of the character in the scene.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0835.jpg,"This meme features a composite image highlighting the media's tendency to sensationalize the personal life of cricketer Virat Kohli during matches. The top section shows a split screen with Kohli on the field and actress Anushka Sharma in the stands, labeled as the moment of the match. Below this, a popular frame from a Tamil film depicts an actor with a wild, wide-eyed expression and raised hands, representing the over-the-top reaction of news channels. The Tamil text, which translates roughly to the media claiming that Kohli only scored his fifty so he could blow a flying kiss to Anushka, and that he only hit the fifty because he had to blow her that kiss, mocks how broadcasters obsess over their relationship during live sports coverage.",Positive,Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0452.jpg,"This meme features a woman in an orange sari looking directly at the camera with a stern, unimpressed expression while holding a slipper up in her hand as if ready to strike. The Tamil text at the top reads Inpaksukku vantha, which translates to When it comes to the inbox. The image uses a comedic, relatable tone to suggest a sharp, defensive reaction to unwanted or inappropriate direct messages, contrasting the physical threat of the slipper with the virtual nature of social media interaction.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0653.jpg,"This image presents a humorous, nonsensical short story blending English and Tamil text, framed by a sarcastic disclaimer at the top that the company is not responsible if the reader cries from reading this sad English love story. The narrative describes a crow and a crane flying in the sky, where the crane falls into the sea, leads to a romantic encounter involving a song, and culminates in the crane standing on one leg in the hot sun to change its white color to black so the crow's family will accept it. The text uses Tamil words for various nouns and concepts, such as crow (kaagam), crane (kokku), sky (vaanam), time (neram), sea (kadal), hand (kai), black (karuppu), white (vellai), and heat (veyil). It concludes with a mocking final remark calling it a fantastic love story, highlighting the absurdity of the plot through its playful mix of languages and illogical premise.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_1000.jpg,"This meme features a screenshot from a Tamil film showing a man looking at a woman who is giving him a skeptical, confused, and unimpressed facial expression. The top text humorously points out the situation of beardless men participating in the ten-year challenge, where a lack of facial hair growth makes it difficult to distinguish between their younger and older selves. The text at the bottom, oru change um ilaye, translates to there is no change at all, which complements the woman's disappointed expression as she observes that the man's appearance has remained identical over the decade.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0102.jpg,"This meme features a humorous still from an Indian film depicting a man being carried bridal-style by another man, while the person being held has orange-colored snacks placed on his fingers to resemble long, cartoonish claws. The man being carried displays a playful and exaggerated facial expression, looking toward the camera with pursed lips and a mischievous gaze. The top of the image features the text Childhood Memories followed by three laughing emojis, suggesting a nostalgic connection to the common childhood habit of wearing snacks like bugles or ring-shaped chips on one's fingers during play.",Neutral,Non-Sarcastic,Non-Vulgar,Non-Abusive,Other
image_tamil_0147.jpg,"This meme features a humorous scene from a Tamil film starring the comedian Vadivelu, who is shown wearing a pink blazer and jokingly grabbing a young boy's head with a mock-aggressive expression. To his side, another man watches with a look of stunned disbelief or confusion, his mouth slightly agape at the scene unfolding before him. The Tamil text overlay, which translates to ""Look at the kind of work he is doing at this young age,"" serves as a sarcastic or playful commentary typically used in social media contexts to mock someone's strange, foolish, or unexpected behavior, framing the character's actions as an absurd display of incompetence or mischief.",Negative,Non-Sarcastic,Vulgar,Non-Abusive,Person
image_tamil_0524.jpg,"The meme juxtaposes two distinct visual narratives to create a comedic effect based on the contrast between romantic intimacy and cynical observation. The top portion features a classic romantic scene from a South Indian film, where a man and a woman share a tender, smiling moment under a blue umbrella, embodying a quintessential cinematic courtship. Below this, the image cuts to a frame featuring the popular Tamil comedian Vadivelu, labeled with the asterisk-prefixed name Jeeva, who is shown wearing a raincoat and looking directly into the camera with a deadpan, unimpressed, and slightly cynical facial expression. By positioning this observant and unimpressed character beneath the romantic pairing, the meme highlights the disconnect between the idealized, overly dramatic nature of film romances and the grounded, skeptical perspective of a third-party observer who is not buying into the sentimentality.",Negative,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0865.jpg,"This meme features a still image of a man dressed as a doctor, captured with his face contorted into a grimace of extreme discomfort and forced shyness. The image is set in a sterile hospital hallway, providing a backdrop that contrasts with the humorous emotional reaction depicted. The Tamil word Nallavan translates to a good or virtuous person, which, in the context of this internet meme, refers to the socially awkward or overly modest behavior of someone trying to maintain an appearance of innocence or righteousness. The accompanying text explains that this expression represents the internal struggle and embarrassment one experiences when an unexpected kissing scene occurs while sitting in the living room with one's parents or family members.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0300.jpg,"This meme features a still of the popular Tamil comedian Vadivelu standing on a beach with a look of comedic desperation or anticipation. The text overlay, written in Tamil, translates to, Salary is still a week away, so why are my hands itching, which is a common cultural expression used to describe the urge to spend money or the inability to control the desire to go shopping. His expressive, pained face combined with his hand gestures perfectly captures the relatable feeling of having an empty wallet while still wanting to spend money before payday arrives.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0996.jpg,"This image features a collection of cynical life advice written in Tamil against a simple, dark background. The text serves as a series of cautionary statements, warning against being too trusting or virtuous in a world that might exploit such traits. Translated into English, the advice suggests that one should not be too good, or people will call you a hypocrite; do not be too affectionate, or they will make you a slave; do not be too patient, or they will drive you to madness; do not be too transparent, or many will come to hate you; do not trust everyone, as many are waiting to cheat you; and finally, do not be without anger, or they will treat you like a clown. The overall tone is one of guarded realism, conveying a message that excessive kindness and vulnerability often lead to mistreatment by others.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0876.png,"This meme features a still image of the character Chatur Ramalingam from the Indian film 3 Idiots, who is portrayed as a competitive and academically obsessed student. The man is wearing thick-rimmed glasses and a pink button-down shirt, displaying a strained, somewhat socially awkward smile that captures his stereotypical perfectionist personality. The text at the top reads gets a 1300 GRE score, while the text at the bottom reads retakes it, highlighting the absurd pressure to achieve academic perfection even when a high score has already been attained. There is no Tamil text present in this image, as all text overlays are written in English.",Neutral,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0817.jpg,"This meme features a four-panel sequence from a Tamil film starring actors Dhanush and Karunas, used here to poke fun at the extreme devotion of fan cultures. In the first panel, a fan claims that their idol, Simbu, has requested that they pour giant vessels of milk over his cutouts, a common celebratory practice in South India. In the second panel, the other fan skeptically questions him. By the third panel, the first fan jokingly retorts that they should pour lime water instead, implying it would produce a better result for cleaning. In the final panel, the second fan enthusiastically agrees, shouting to go ahead and pour it. The facial expressions capture a comedic, exaggerated intensity that mocks the absurdity of such intense fan rituals.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0004.jpg,"This meme features a still image of the popular Tamil comedian Goundamani sitting in a field while looking down at his foot with a pained, resigned, and slightly bewildered facial expression. The Tamil text overlay at the top reads Adichade police thanam chithappu, which translates to The police station is the one that hit me, uncle. The image captures a classic cinematic moment of helplessness and dry humor, often used in social media to depict situations where a person has been confronted or punished by an authority figure or experienced a situation that resulted in an unexpected and unpleasant outcome.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0547.jpg,"This two-panel meme features stills from a South Indian film depicting a common domestic situation. In the top panel, a man labeled as me stands in a field looking down at a basket, while a woman labeled as mom stands beside him holding a large, folded piece of plain white cloth. In the bottom panel, the man continues to watch as the woman dramatically unfurls the cloth, which is now labeled as our old clothes. The humor lies in the relatable trope of a mother repurposing worn-out garments into makeshift rags for household chores like cleaning the kitchen. There is no Tamil text overlay in the image, as the labels provided in the meme are already in English.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Group
image_tamil_0071.jpg,"This meme features a still from a Tamil film showing a man standing in a body of water while tenderly carrying another man in his arms, reminiscent of a romantic film trope. The man being carried appears relaxed and slightly theatrical in his posture, while the man holding him looks down with a serious and protective expression. The Tamil text overlaid at the top translates to ""At least do something useful,"" which creates a humorous juxtaposition by contrasting the dramatic, romantic visual with a sense of frustration or a plea for someone to finally accomplish something meaningful in life.",Neutral,Non-Sarcastic,Non-Vulgar,Non-Abusive,None
image_tamil_0145.jpg,"This meme features a still from a classic Tamil comedy film starring actors Pandiarajan and Vadivelu, where both characters are standing outdoors in a rural setting looking puzzled and concerned. Vadivelu, on the right, wears a light yellow shirt and sports a wide-eyed, startled facial expression that suggests he has just encountered a problematic or troublesome situation. Above the actors, the Tamil text reads Aaha ivan villangamana aalache, which translates to Oh, he looks like a dangerous or troublesome person. The image serves as a humorous reaction meme used to describe scenarios where someone realizes they are dealing with a person or a situation that is bound to lead to complications or trouble.",Neutral,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0010.jpg,"This meme features a widely recognized close-up shot of the popular Tamil comedian Vadivelu, who is dressed in a vibrant yellow floral garland and a decorative headpiece, appearing to stand on a beach. His facial expression is one of intense irritation and stern warning, highlighted by his furrowed brows and a finger raised in a gesture of admonition. The Tamil text overlaid on the image translates to, ""Look here, you are crossing your limits; listen to what I say and stop it with this."" The image is frequently used in social media discourse as a humorous way to signal that someone is going too far or acting inappropriately and needs to cease their behavior immediately.",Neutral,Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0489.jpg,"This meme features a close-up shot of the popular Tamil comedian Vadivelu, who appears with a disheveled look, messy hair, and what looks like dirt or powder smeared across his cheeks. His expression is one of exaggerated, almost manic joy, with his mouth wide open in a laugh that conveys a sense of chaotic excitement or relief. The Tamil text overlaid at the top translates to ""Aha, increase it by one, increase it by one,"" a famous dialogue often used in social media contexts to represent someone encouraging an increase in a quantity, intensity, or performance. The image serves as a humorous reaction template to express enthusiasm, mockery, or the feeling of being overwhelmed by an ongoing situation that just keeps growing.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0251.jpg,"This meme features a frame from a Tamil film showing a person in a plaid jacket standing with their back to the camera, leaning against a pink pillar as if sulking or pouting. The person's face is not visible, which reinforces the mood of someone who is intentionally avoiding interaction. Superimposed over the image in a bold yellow font is the Tamil text, ""நான் கோவமா இருக்கேன்! யாரும் என்கிட்ட பேசாதீங்க..."", which translates to, ""I am angry! Nobody talk to me."" The visual combination of the pouting posture and the assertive text creates a humorous representation of someone acting childishly upset to gain attention.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0259.jpg,"This meme features a still from a classic Tamil comedy film starring actors Vivek and Senthil sitting alongside another man, capturing a humorous moment of frustration. In the image, the central character played by Vivek appears to be desperately pleading or complaining with an animated facial expression, while the others look on with varied reactions. The Tamil text overlaid on the image translates to, Vijay TV doesn't come in my area... please leave me alone, reflecting a relatable and comical sense of exasperation where someone is being pestered about a television channel that is not even available to them.",Positive,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
image_tamil_0423.jpg,"This meme features a widely recognizable still of the popular Tamil comedian Vadivelu, who appears to be on the verge of tears with a distressed and pleading facial expression. His hands are held out in a gesture of helplessness, reinforcing a sense of being wronged or unfairly targeted. The text overlay in Tamil, Adappavingala... naan enna da paavam pannen ungalukku, translates to English as, You heartless people, what sin did I commit against you? The image is frequently used across social media to humorously express shock, frustration, or a sense of injustice when the subject finds themselves in a difficult or absurd situation due to the actions of others.",Negative,Non-Sarcastic,Non-Vulgar,Non-Abusive,Person
