ids,sentiment,sarcasm,vulgar,abuse,target,label
image_telugu_0280.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0480.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0847.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0737.png,neutral,yes,not vulgar,non-abusive,others,0
image_telugu_0146.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0061.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0412.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0128.png,negative,no,vulgar,non-abusive,gender,0
image_telugu_0910.png,positive,yes,not vulgar,non-abusive,gender,0
image_telugu_0964.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0892.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0877.png,negative,no,not vulgar,non-abusive,none,0
image_telugu_0934.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0444.png,positive,yes,not vulgar,non-abusive,gender,0
image_telugu_0977.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0271.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0710.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0858.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0485.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0117.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0985.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0470.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0948.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0018.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0550.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0713.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0824.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0223.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0234.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0320.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0452.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0403.png,negative,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0978.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0464.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0224.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0243.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0426.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0815.png,negative,yes,not vulgar,non-abusive,individual,0
image_telugu_0754.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0049.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0653.png,neutral,yes,not vulgar,abusive,individual,1
image_telugu_0946.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0017.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0350.png,negative,yes,vulgar,abusive,individual,1
image_telugu_0861.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0473.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0057.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0102.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0819.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0140.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0399.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0121.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0144.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0648.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0519.png,positive,no,not vulgar,non-abusive,national origin,0
image_telugu_0560.png,negative,no,vulgar,non-abusive,none,0
image_telugu_0814.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0478.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0565.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0663.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0083.png,negative,yes,not vulgar,abusive,individual,1
image_telugu_0620.png,neutral,yes,not vulgar,non-abusive,national origin,0
image_telugu_0536.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0366.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0624.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0019.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0371.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0020.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0186.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0561.png,negative,no,vulgar,non-abusive,none,0
image_telugu_0580.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0178.png,negative,yes,not vulgar,non-abusive,none,0
image_telugu_0106.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0770.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0500.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0231.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0890.png,negative,yes,not vulgar,non-abusive,others,0
image_telugu_0564.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0441.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0589.png,neutral,yes,not vulgar,non-abusive,national origin,0
image_telugu_0520.png,negative,no,vulgar,non-abusive,none,0
image_telugu_0752.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0912.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0869.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0343.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0042.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0566.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0263.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0322.png,positive,no,not vulgar,non-abusive,gender,0
image_telugu_0180.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0577.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0501.png,neutral,yes,not vulgar,abusive,social sub-groups,1
image_telugu_0154.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0294.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0176.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0078.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0357.png,neutral,yes,not vulgar,non-abusive,national origin,0
image_telugu_0228.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0110.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0406.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0692.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0259.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0749.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0398.png,neutral,yes,not vulgar,abusive,political,1
image_telugu_0817.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0947.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0181.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0162.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0628.png,negative,no,vulgar,non-abusive,none,0
image_telugu_0880.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0187.png,positive,yes,not vulgar,non-abusive,gender,0
image_telugu_0569.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0068.png,negative,yes,not vulgar,non-abusive,gender,0
image_telugu_0177.png,negative,yes,not vulgar,non-abusive,political,0
image_telugu_0265.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0845.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0457.png,positive,yes,not vulgar,non-abusive,political,0
image_telugu_0615.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0988.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0405.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0717.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0482.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0324.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0276.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0992.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0859.png,negative,no,not vulgar,abusive,individual,1
image_telugu_0502.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0248.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0222.png,neutral,yes,not vulgar,non-abusive,gender,0
image_telugu_0273.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0896.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0418.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0356.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0759.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0468.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0704.png,negative,no,not vulgar,non-abusive,political,0
image_telugu_0298.png,negative,yes,vulgar,non-abusive,political,0
image_telugu_0865.png,negative,yes,not vulgar,abusive,individual,1
image_telugu_0949.png,negative,yes,not vulgar,non-abusive,none,0
image_telugu_0022.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0407.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0383.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0630.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0257.png,neutral,yes,vulgar,non-abusive,individual,0
image_telugu_0809.png,positive,yes,not vulgar,non-abusive,individual,0
image_telugu_0440.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0825.png,neutral,yes,vulgar,non-abusive,others,0
image_telugu_0643.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0778.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0448.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0853.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0077.png,negative,yes,not vulgar,non-abusive,others,0
image_telugu_0629.png,neutral,yes,vulgar,abusive,social sub-groups,1
image_telugu_0647.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0712.png,negative,no,not vulgar,abusive,national origin,1
image_telugu_0463.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0904.png,negative,no,not vulgar,non-abusive,none,0
image_telugu_0116.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0099.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0101.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0112.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0722.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0515.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0556.png,neutral,yes,vulgar,abusive,individual,1
image_telugu_0199.png,neutral,yes,not vulgar,abusive,gender,1
image_telugu_0026.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0182.png,negative,yes,not vulgar,non-abusive,none,0
image_telugu_0532.png,negative,no,vulgar,non-abusive,none,0
image_telugu_0194.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0481.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0972.png,neutral,yes,not vulgar,non-abusive,others,0
image_telugu_0842.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0597.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0453.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0483.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0510.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0065.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0028.png,negative,yes,not vulgar,abusive,social sub-groups,1
image_telugu_0131.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0208.png,neutral,yes,not vulgar,non-abusive,gender,0
image_telugu_0996.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0029.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0489.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0840.png,negative,yes,not vulgar,abusive,individual,1
image_telugu_0512.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0982.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0108.png,negative,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0651.png,neutral,yes,not vulgar,abusive,individual,1
image_telugu_0582.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0709.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0505.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0109.png,negative,yes,not vulgar,abusive,social sub-groups,1
image_telugu_0424.png,neutral,yes,vulgar,non-abusive,individual,0
image_telugu_0104.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0654.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0891.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0856.png,negative,yes,not vulgar,abusive,individual,1
image_telugu_0768.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0932.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0075.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0400.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0326.png,negative,yes,not vulgar,non-abusive,none,0
image_telugu_0091.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0563.png,negative,no,vulgar,non-abusive,none,0
image_telugu_0355.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0419.png,negative,no,not vulgar,non-abusive,individual,0
image_telugu_0161.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0332.png,positive,no,not vulgar,non-abusive,individual,0
image_telugu_0676.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0547.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0785.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0021.png,neutral,yes,not vulgar,non-abusive,gender,0
image_telugu_0954.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0417.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0197.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0611.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0796.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0984.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0217.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0879.png,negative,yes,not vulgar,non-abusive,political,0
image_telugu_0088.png,negative,yes,vulgar,abusive,individual,1
image_telugu_0687.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0348.png,neutral,yes,vulgar,abusive,individual,1
image_telugu_0474.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0659.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0631.png,neutral,yes,vulgar,non-abusive,individual,0
image_telugu_0370.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0665.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0380.png,negative,no,not vulgar,non-abusive,individual,0
image_telugu_0994.png,negative,yes,not vulgar,non-abusive,others,0
image_telugu_0603.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0523.png,neutral,no,vulgar,non-abusive,social sub-groups,0
image_telugu_0450.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0537.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0939.png,neutral,yes,not vulgar,non-abusive,national origin,0
image_telugu_0487.png,neutral,no,not vulgar,non-abusive,individual,0
image_telugu_0804.png,positive,yes,not vulgar,non-abusive,others,0
image_telugu_0134.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0541.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0875.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0573.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0034.png,neutral,yes,vulgar,non-abusive,none,0
image_telugu_0335.png,neutral,yes,vulgar,non-abusive,gender,0
image_telugu_0115.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0316.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0708.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0760.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0430.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0885.png,positive,no,not vulgar,non-abusive,national origin,0
image_telugu_0066.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0599.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0232.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0678.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0152.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0354.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0258.png,neutral,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0431.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0637.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0849.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0747.png,negative,yes,not vulgar,non-abusive,political,0
image_telugu_0048.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0445.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0447.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0005.png,neutral,yes,not vulgar,abusive,individual,1
image_telugu_0769.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0927.png,positive,no,not vulgar,non-abusive,political,0
image_telugu_0950.png,negative,yes,vulgar,non-abusive,social sub-groups,0
image_telugu_0166.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0011.png,negative,yes,not vulgar,non-abusive,individual,0
image_telugu_0887.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0622.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0266.png,positive,yes,not vulgar,non-abusive,political,0
image_telugu_0484.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0836.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0999.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0517.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0969.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0711.png,neutral,yes,not vulgar,non-abusive,political,0
image_telugu_0195.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0179.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0215.png,neutral,yes,not vulgar,non-abusive,gender,0
image_telugu_0792.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0458.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0895.png,positive,no,not vulgar,non-abusive,others,0
image_telugu_0165.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0384.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0145.png,positive,yes,not vulgar,non-abusive,none,0
image_telugu_0658.png,positive,no,not vulgar,non-abusive,national origin,0
image_telugu_0409.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0666.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0053.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0883.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0436.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0963.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0540.png,positive,no,not vulgar,non-abusive,none,0
image_telugu_0698.png,negative,yes,not vulgar,non-abusive,political,0
image_telugu_0625.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0330.png,neutral,yes,vulgar,non-abusive,individual,0
image_telugu_0122.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0212.png,neutral,yes,not vulgar,non-abusive,gender,0
image_telugu_0822.png,positive,yes,not vulgar,non-abusive,individual,0
image_telugu_0093.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0270.png,neutral,no,vulgar,non-abusive,social sub-groups,0
image_telugu_0295.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0031.png,negative,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0460.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0174.png,positive,yes,vulgar,non-abusive,none,0
image_telugu_0184.png,negative,yes,not vulgar,abusive,political,1
image_telugu_0801.png,positive,no,not vulgar,non-abusive,social sub-groups,0
image_telugu_0012.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0382.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0336.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0045.png,neutral,yes,not vulgar,non-abusive,individual,0
image_telugu_0475.png,positive,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0092.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0467.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0233.png,neutral,yes,not vulgar,non-abusive,social sub-groups,0
image_telugu_0285.png,neutral,no,vulgar,non-abusive,individual,0
image_telugu_0167.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0959.png,neutral,yes,not vulgar,non-abusive,none,0
image_telugu_0903.png,negative,no,not vulgar,non-abusive,others,0
