ids,ocr_text
image_tamil_0028.jpg,இப்பல்லாம் நல்லதுக்கே காலமில்ல.. roflphotos.com
image_tamil_0029.jpg,குட் மார்னிங்
image_tamil_0030.jpg,டேய் பெர்பாமேண்ஸ் பண்ண விடுடோ.… OR COTS THE GR SHOW rofiphotos.com
image_tamil_0031.jpg,அவ்வ்ல்ல்வ். ROFLPHOTOS.COM
image_tamil_0032.jpg,மனைச் தேத்திக்கோங்க பாஸ்.. roflphotos.com
image_tamil_0033.jpg,என்கிட்ட சொன்ன அதேபொய்.. ROFLPHOTOS.COM
image_tamil_0034.jpg,உங்களுூக்கெல்லாம்வெட்கமா இல்ல..?? roflphotos.com
image_tamil_0035.jpg,இன்னமும் சம்பளம் போடாமஇருக்காங்களே… C ROFLPHOTOS.COM
image_tamil_0036.jpg,கொய்யாலேநீஎன் கயால் தான்டரமர்டர் ஆகப்போற.. ROFLPHOTOS.COM
image_tamil_0037.jpg,நாரப்பயலுங்களா! நன்னாரிப்பய லுங்களா! ROFLPHOTOS.COM
image_tamil_0038.jpg,என்ன பீலிங்கா?? இல்ல பீலிங்கான்னு கேக்குறேன்…
image_tamil_0039.jpg,இதல்லொம் நாம வசந்த் மாளிகையிலையே பார்த்தாச்சு!
image_tamil_0040.jpg,இன்னைக்கு ஒரே வெட்டு  ரெண்டா பொளந்துடுறேன்.. ROFLPHOTOS.COM
image_tamil_0041.jpg,இன்னிக்கி திங்கட்கிழமையா! இனி ஆறு நாள் வேலைக்கு போகணும்னு நினைச்சாலே மண்டை எல்லாம் பிச்சிக்குதே C ROFLPHOTOS.COM
image_tamil_0042.jpg,பாஸ் 6ந்த் LIT ந1க 2
image_tamil_0043.jpg,கலலை கும்ப்டுரானுங்க மதீயம் தீட்ரானுங்க…. #கரியள் CC
image_tamil_0044.jpg,ஹிவி் நான் நெனச்சேன் நீங்க சொல்ட் ங்க.. roflphotos.com
image_tamil_0045.jpg,கூூலிங் கிளாச பாட்டா உன் மனசுல் பெரிய அஜித்குமொர்னுநெனப்போ கழட்டுடா! EMC BLDn
image_tamil_0046.jpg,வெசம் வெசம் அம்புட்டும்வெசம் பயபுள்ளைக்கு. roflphotos.com
image_tamil_0047.jpg,செல்ப் எருக்கும்போது ஆண்கள்ீன் ரீயாகூஷன் ! :P
image_tamil_0048.jpg,இந்த் யாசனை எனக்கு சோணாம் Cபோச்ச.: ROFLPHOTOS.COM
image_tamil_0049.jpg,இதுவரைக்கும் எல்லாமே நல்லாத்தான் போயிக்கிட்டு இருக்கு. ROFLPHOTOS.COM
image_tamil_0050.jpg,ஆy மraம் Newly married
image_tamil_0051.jpg,இன்னும் தூா ங்காம என்ன பண் ணிகிட்டு இருக்கீங்கறப C ROFLPHOTOS.COM
image_tamil_0052.jpg,இத்த யல் எங்கயா பாத்த மாதீர் இருக்கே.. C
image_tamil_0053.jpg,டேய் டேய் என்கிட்ட சீரியஸா பேசாதிங்கடா அப்புறம் எனக்கே சிரிப்பு வந்துடும்
image_tamil_0054.jpg,New Year Night Celebration What People Think I Do roflphotos com What IActually Do
image_tamil_0055.jpg,தமிழிசை அண்ட் ராஜா போத் பிளைட் பேஸ்கெட் பால் இன் மை லைப்.. ROFLPHOTOS.COM தமிழ்க பாஜக ரகிதாள்
image_tamil_0056.jpg,"நம் அப்படியே களைேம்பிருவோம் அதான் நமக்கு, நல்லது… roflphotos.com"
image_tamil_0057.jpg,கோவப்படாதீங்கண்ண. . . ROFLPHOTOS.COM
image_tamil_0058.jpg,roflphotos.com
image_tamil_0059.jpg,கமிட்டேடா இருக்கிறது தப்பில்லை ஆனா கமிட்டேட் ஆனவங்க சிங்கிள்ஸ்ன்னு சொல்லிக்கிடடு இருக்கிறது தான் தப்பு… L ROFLPHOTOS.COM
image_tamil_0060.jpg,சாம் பளம் வேற இன்னும் போடலைேயே! கி றி ஸ் து ம ஸ்க்கு தோழிக்கு எதாச்சும் கிப்ட்வொங்கி கெ டுக்க்னுமெண A
image_tamil_0061.jpg,வாழ்க்கைன்னா சில அடிகள் விழத்தான்செய்யும்…. ROFLPHOTOS.COM
image_tamil_0062.jpg,நீங்கசொன்னா சரியாதான் இருக்கும்.ஹிஹி.5 ROFLPHOTOS.COM
image_tamil_0063.jpg,ரொம்ப பயங்கரமான பிரபலமா இருப்பாரோ…. roflphotos.com
image_tamil_0064.jpg,போதும் இத்தோட நிப்பாட்டு.. என்னால் முடியல் roflphotos com
image_tamil_0065.jpg,நான் ஏழாவது பாசுங்க! நீங்க SSLCபெயிலுங்க! 26 ROFLPHOTOS.COM
image_tamil_0066.jpg,பூனை இைச்சா எல் லவ்பண்ண கூப்ப்டுமாம்….: . அந்த மாதீர். இருக்கு இது C
image_tamil_0067.jpg,இத்தா உங்கடலையாட் இத்த கடலையைம் பேு 00 CC ROFIPHOTOS.COM
image_tamil_0068.jpg,Drofiphotos.com குழந்தைகள் தினத்தை முன்னிட்டுஅண்ணன் இப்போஎல்லோருக்கும் ரூ 200 கொடுப்பாரு.. roflphotos.com
image_tamil_0069.jpg,படிக்காதவன்பேப்பர்லகைநாட்டு வெக்குறான்.. படிச்சவன்போன்ல் கநாட்டு வெக்குறான். அவ்ளோ தான் வித்தியாசம் ROFLPHOTOS.COM
image_tamil_0070.jpg,டேய்மெல்லமெல்ல..ஏன்னாதீபாவளி முடிய இன்னும் ஒன்றரூை வருசம் இருக்கு பாரு.. Me வேகமா வெடிச்ச் தொலைடா.. பரதேசி்.. கருமம்கருமம் roflphotos.com பட்டாக்
image_tamil_0071.jpg,என்னயாவது உருப்பட விடுங்க டா.… roflphotos.com
image_tamil_0072.jpg,நானும் எவ்வளவு நாளைக்கு தான் குட்மார்னிங் குட்நைட்டுன்னு மெசேஜ் அனுப்பிகிட்டு இருக்குறது… &C
image_tamil_0073.jpg,இதையல்லாம் பாக்கக்கூடாதுன்னு தான் ஆன்லைன் வராம இருந்தேன்.. ROFLPHOTOS.COM
image_tamil_0074.jpg,This is a small status about me..o
image_tamil_0075.jpg,அந்த குரூப் போயிடடாங்களா..?? roflphotos.com
image_tamil_0076.jpg,ரொம்ப வருத்தப்பட வபேண்டிய ர்சயம் தான. roflphotos.com
image_tamil_0077.jpg,இங்கபாருஎல்லாமே தெரியாம் நடுந்திருச்சி சொன்னர் கேளு.. ROFLPHOTOS.COM
image_tamil_0078.jpg,இன்னாரு தடவை இந்த மாதிரி போஸ்ட் போட்ட..
image_tamil_0079.jpg,கமெண்ட் போடலோமா..வேண்டோமா.. ROFLPHOTOS.COM
image_tamil_0080.jpg,ஹிஹிஹி
image_tamil_0081.jpg,பேச்சு பேச்சாத்தான் இருக்கணும்… C ROFLPHOTOS.COM
image_tamil_0082.jpg,ஐயா ராமா என்னை ஏன் இந்தமாதிரி கழிசடை பசங்களோடல்லோம்கூட்டு ேசர வெக்குற..
image_tamil_0083.jpg,தெரியாம் ரெக்வெஸ்ட் கொடுத்துட்டேண்டா விட்ருடா..
image_tamil_0084.jpg,நடிக்காத.  ROFLPHOTOS.COM
image_tamil_0085.jpg,ஏனயா வயப்த்தெரிச்சல் படிச்ச்ி அலயற்ங்க.. ROFLPHOTOS.COM
image_tamil_0086.jpg,இந்த மாதிரி ஏதாவது சொல்லி நாமவே மாட்டிகிறோம்… EC ROFLPHOTOS.COM
image_tamil_0087.jpg,இனிமே பல் வெளக்கொம சுட் மொர்னிங் ஸ்டட்டஸ் போரவி்யா.. ?? rofiphotos.com
image_tamil_0088.jpg,என் கைதயில நான் வில்லன்டா..  ROFLPHOTOS.COM
image_tamil_0089.jpg,உஸ்ஸ்ஸ்ஸ்
image_tamil_0090.jpg,
image_tamil_0091.jpg,விட்ருங்கடாஎன்னய..  #KKR ROFLPHOTOS.COM #CSK #SRH #RCB
image_tamil_0092.jpg,என்னம்மா இப்படிபண்றீங்களேம்மா.. ROFLPHOTOS.COM
image_tamil_0093.jpg,இந்தபொழப்புக்கு… ROFLPHOTOS.COM
image_tamil_0094.jpg,Watching result on online The is -loading server-
image_tamil_0095.jpg,எனனயை கலாய்ச்சிட்டாராமாம்  
image_tamil_0096.jpg,இது என்ன புது வியாதியா இருக்கு நாம சரியா படிக்காம வுந்துட்டமோ.. roflphotos.com
image_tamil_0097.jpg,தினமும் தலைக்கு குளிக்குறர்பேோ கருப்பு முட மடடும் தான் கொட்டுது. இந்த வெளி்ளை முடி அய்படியே இருக்க… யாராவதசெய்வினை செஞ்சுடடொனுங்களைா??? roflphotos.com
image_tamil_0098.jpg,A ROFLPHOTOS.COM
image_tamil_0099.jpg,இது உச்சகட்ட அவமானம்.
image_tamil_0100.jpg,எங்கிருந்து தான் வர்றாங்களேோ. . A
image_tamil_0101.jpg,இதோ! இவன் தான் நான் நாசமா போனதுக்கு காரணம். A ROFLPHOTOS.COM
image_tamil_0102.jpg,Childhood Memories OOO
image_tamil_0103.jpg,பாதும் இத்தோட நிறத்திக்க. .
image_tamil_0104.jpg,roflphotos.com
image_tamil_0105.jpg,போதும்டா  ஒட்டுனது.. ரீல் அந்துப்போச்சி… roflphotos.com
image_tamil_0106.jpg,கருத்து… . அருமையான ROFLPHOTOS.COM
image_tamil_0107.jpg,வீட்டுலே ஒருவேலையும் செய்யறதில்லை! ஃ:.பேஸ்புக்ல வந்து அடுத்தவங்களுக்கு அட்வைஸ் பண்ணவேண்டியது…. CC ROFLPHOTOS.COM
image_tamil_0108.jpg,இதாட நிறுத்திக்க! இதெல்லாம் கவிதைன்னுசொல்லாதிங்க நான் அழுதுருவேன் 2o6 
image_tamil_0109.jpg,ஏங்கதலக்கு எவ்ளோ தில்லைு பாத்தியா..?? கமிம்
image_tamil_0110.jpg, ROFLPHOTOS.COM
image_tamil_0111.jpg,இவனுங்க இம்சை தாங்க முடியல் roflphotos.com
image_tamil_0112.jpg,என்னாச்சி ?
image_tamil_0113.jpg,உஸ்ஸ்ஸ்ஸ் ROFLPHOTOS.COM
image_tamil_0114.jpg,GOOD NIGHT FRIENDS!
image_tamil_0115.jpg,இந்து கொர ம்ய எங்க் uோuி சால்லூை வேன். roflphotos.com
image_tamil_0116.jpg,ஓ@... கரல் வீத்தயா . . Gpp
image_tamil_0117.jpg,"ஆரம்பத்துல இருந்தேராங்கா போயிக்கிட்டு இருக்கு , ரணரணமா ஆயிரும்…"
image_tamil_0118.jpg,நான்தர்யாமதான் கேக்குறேன்.நீ க மண்ட் பண்ணவந்தீயா?இல்ல் கலவரம் பண்ண் வந்தீயா? r
image_tamil_0119.jpg,ஐய்யோ! செம் காமெடி!!! EMEES
image_tamil_0120.jpg,உவங்க என்னதான் சொன்னாலூம் பேரன்ஸ்ச கோலேஜு க்கு கூட்டிகிட்ரு பரவே க்டோதி C BLமி்
image_tamil_0121.jpg,தம்பிக்கு அனுபவம் ஜாஸ்தி போல! oOU roflphotos.com TH
image_tamil_0122.jpg,உங்களைத்தான்இப்பிடிகழுவிகழுவி ஊத்துறாங்க. நீங்க என்னடான்னா கண்டுக்காம போறீங்க… roflphotos.com
image_tamil_0123.jpg,ஆள்மூஞ்சிய பாரு திருவிீழால் காணரம் போன ஆடுமாதிர்..
image_tamil_0124.jpg,என் கைல மட்டும் நீ இப்ப சிக்குன் சின்னாபின்னமாகிடுவ தெரிஞ்சிக்கோ. ROFLPHOTOS.COM
image_tamil_0125.jpg,அவனவன்எடுக்குற முடிவு நமக்கு சாதகமர தான்யர இருக்கு. roflphotos.com
image_tamil_0126.jpg,அங்கு என்ன தெரிகிறது..?? ROFLPHOTOS.COM
image_tamil_0127.jpg,இந்தா எட்டணா வாங்கிட்டு ஒடிபோயிரு… roflphotos.com
image_tamil_0128.jpg,இப்போ பீல் பண்ண் என்ன பீரயாஜணம்
image_tamil_0129.jpg,புள்ள பூச்சிக்கெல்லாம் கொடுக்கு முளைக்கும்ன்ன. நான் என்ன கனவா கண்டேன்…. roflphotos.com
image_tamil_0130.jpg,மணடயபாளந்சருவபன்.
image_tamil_0131.jpg,இதுக்கெல்லாம் யார் கொரணம் தெரியுமா... A ROFLPHOTOS.COM
image_tamil_0132.jpg,roflphotos.com
image_tamil_0133.jpg,எனக்கும் அந்த Postக்கும் எந்த சம்பந்தமும் இல்லைங்கய்யா என்னய விட்ருங்க.
image_tamil_0134.jpg,கூலிங் கிளாஸ் போாட்ட மங்கி மாதிரியே இருக்கு உன் டி.பி
image_tamil_0135.jpg,டேய் அவள நம்பாதடா…  CC ROFLPHOTOS.COM
image_tamil_0136.jpg,இத தான் அந்த போராளியும் சொன்னான்
image_tamil_0137.jpg,சிறந்க டோக்டைரை கதேர்ந்தே டுக்க நீட! சிறந்த ஆரகியல்வாதிகள தேர்ந்தெடுக்க ஏதாச்சும் கொண்டு வாங்க பார்க்கலாம் roflphotos.com
image_tamil_0138.jpg,எடு செருப்ை நாயே…
image_tamil_0139.jpg,கடைசியா சொல்றேன்ஒழுங்கா ஓ19 போயிரு.. ROFLPHOTOS.COM
image_tamil_0140.jpg,எந்த ஓரு விசயத்தையும் பிவான் பண்ணி பண்ணனும். ஒகேய்… roflphotos.com
image_tamil_0141.jpg,இப்படிபோஸ்ட் போட்டோ.. நாங்க பேோக வேண்டியதுதன் ROFLPHOTOS.COM
image_tamil_0142.jpg,குழந்தைகள் தினத்துக்கு நாம குழந்தையா இருக்குறு போட்டோவை DP aவெேக்கலாம்ன்னுூ பாத்தர் roflphotos.com அதுலடிரஸ் போடலையே அவ்வ்வ்
image_tamil_0143.jpg,"நாங்க யாரு தெரியும்ல, ஓடுற ரயிலை ஒத்த கல் ! நிப்பாட்டுனவங்க, அதுவும் லெப்ட்ஹறெண்டுல.. O ROFLPHOTOS.COM"
image_tamil_0144.jpg,மூஞ்சியும் மொகரையும். . roflphotos.com
image_tamil_0145.jpg,அஹறா இவன் வில்லங்கமான் ஆளாச்சே
image_tamil_0146.jpg,ஆகா! நம்ம லிஸ்ட்ல இல்லாதவங்க ஸ்டேட்டஸ் எல்லாம் நம்ம வால்ல காமிக்குதே F
image_tamil_0147.jpg,இம்புட்டுக்காண்டு வயசுலயே என்னர வேலை பாக்குது பாரு. ROFLPHOTOS.COM
image_tamil_0148.jpg,TAG THAT FRIEND roflphotos.com பிகரை பார்த்ததும்  ஒட னே வாய  தொறந்துடுவான்…
image_tamil_0149.jpg,பங்குபங்கு தங்கே பாரு உன் ஆூள் கவிதை பாட்ருக்கு eOe roflphotos.com
image_tamil_0150.jpg,நமக்குதெரியாமலேயே இவென் யாரையா லவ் பண்றான் போலிருக்கே.. roflphotos.com
image_tamil_0151.jpg,"நமக்கதுக்கு வம்பு தூங்குற மரதிறரிய,நடிப்போம் roflphotos.com"
image_tamil_0152.jpg, செய்யிற உதெவிக்குஎன்னகைமாறு பண்ணப்போறேன்னுதேரியல… roflphotos.com
image_tamil_0153.jpg,roflphotos.com
image_tamil_0154.jpg,என் சிங்கம் வந்துுயுச்சீ்டா. .. roflphotos.com
image_tamil_0155.jpg,WHEN I PASSED IN ALL EXAMS C4 ROFLPHOTOS HME #FRIEND எல்னடர் இதெல்லாொ்ம்
image_tamil_0156.jpg,இப்போ என்ன சொல்ல வர.. ROFLPHOTOS.COM
image_tamil_0157.jpg,அுவ்வ்வ்வ்வ்
image_tamil_0158.jpg,கவலைப்படாதீங்க தமிழ்நாட்சு மானத்த நான்தான் காப்பாத்து CபாCறன்...
image_tamil_0159.jpg,அடப்பான் D60T மாகரைய LடசT கூட பாக்கலைய roflphotos.com
image_tamil_0160.jpg,சரபஞப ர EMEES.IN
image_tamil_0161.jpg,ஆய் ப்ரெண்ட். நல்லா இருக்கீங்களரப்ரெண்ட்…?
image_tamil_0162.jpg,கம்பெனிசீக்ரட்டை வெளியசொல்லாதே roflphotos.com
image_tamil_0163.jpg,ராஜதந்திரங்கள் அனைத்தையும் கரைத்து குடித்திருக்கிறீர்கள் போங்கள்.. ROFLPHOTOS.COM
image_tamil_0164.jpg,நான் சின்னப்பையன்தானே ! என்ன மன்னிக்ககவடாதா ?
image_tamil_0165.jpg,profiphotos.com
image_tamil_0166.jpg,நம்புடா அம்பி! உப்புமா போஸ்ட் போட்டதோல் கிடைச்ச லேடஸ் பிரண்ட்ஸுங்கடாஅவங்க. நான் யாருக்கும் ரெக்வெஸ்டி அனுப்பலட. CG
image_tamil_0167.jpg,ரொம்ப சூடா இருப்பீங்க போல. வரங்களேன் ஒரு ஜிகிர்தண்டு சப்பிடலாம்.
image_tamil_0168.jpg,roflphotos.com
image_tamil_0169.jpg,பேசாம போறியா இல்ல மூஞ்சில் பொட்டுவெச்சிவிடவ ROFLPHOTOS.COM AVAN
image_tamil_0170.jpg,roflphotos.com
image_tamil_0171.jpg,WHEN SOMEONE PUTS TOO MANY STATUS FOR VIJAY BIRTHDAY ஹேப்பி பர்த்டே தளபதி.. ஹேப்பி பர்த்டே விஜய் அண்ணோ. ROFLPHOTOS.COM கொப்பன் மவனே.. ஒரு ஸ்டேட்டஸ்போட்டோ ஆகாதா. யார் பாக்குறானு இப்படி இத்தனை ஸ்டேடடஸ் போட்டுக்கிடடு இருக்க.. ROFLPHOTOS.COM
image_tamil_0172.jpg,யயநகரம இருக்கீங்க. uகக roflphotos.com
image_tamil_0173.jpg,ஒன்னுமே புரியல் உலகத்துல்.. ROFLPHOTOS.COM
image_tamil_0174.jpg,நான் மனசுல் நனச்சதை அப்படியே சொால்லிட்டங்க.. ROFLPHOTOS.COM
image_tamil_0175.jpg,கொஞ்சந்ஞ்ச பேச்சா பேசுன.. roflphotos.com
image_tamil_0176.jpg,Give Respect! Take Respect! 2C
image_tamil_0177.jpg,என்னய்யா பேசுறானே தவிரசெயல்ல ஒன்னுத்தையும் காட்ட மாட்டிங்கிறான்..
image_tamil_0178.jpg,இீந்த யாசனை நமக்கு ஏன் தரணல் 999
image_tamil_0179.jpg,ஞாயிற்றுகிழமை ஒரு நாளாவது நிம்மதியா துூங்கலாம்ன்னு பாத்தர அன்னைக்குன்னு பாத்து சீக்கிரமா முழிப்பு வந்துருது.. REAT a ROFLPHOTOS.COM GIC
image_tamil_0180.jpg,என் கோபத்து கிறாசிங்க் அப்புறம் குாங்க மாட்டிஙக. னத் தலை வட்டெ rofIphotos.com
image_tamil_0181.jpg,இந்தா களைம்பிட்டோம்ல் 2க்கு.. roflphotos.com
image_tamil_0182.jpg,உல்ளேோ நாாா் எஙகருரச செல்லம் P .-
image_tamil_0183.jpg,Ithellam oru page ah??
image_tamil_0184.jpg,இனீமேஇந்தமாதிர் போஸ்ட் போரவியா..?? போாரவி்யா..88 ROFLPHOTOS.COM
image_tamil_0185.jpg,இதெல்லாம் நல்லா இல்லை சால்லட்டண் rofiphotos.com
image_tamil_0186.jpg,பாசத்துல் நம்மள் மிஞ்சிடுவான் பேோலிருக்கே.
image_tamil_0187.jpg,கொய்யால்
image_tamil_0188.jpg,ஒேர் கவலை தான்… என்ன் செi்ய?? hnt
image_tamil_0189.jpg,நான்ஒன்னும் பாக்கலைங்க... ROFLPHOTOS.COM
image_tamil_0190.jpg,புது வருசம் பொறந்திடிச்சின்னு ரோம்பசுந்தோசப்படாதே… Me *My Life roflphotos.com அங்க நான் ரொம்ப உக்கிரமா இருப்பேன்
image_tamil_0191.jpg,எந்தப்பக்கம் போனாலும் அணை கட்டுறோங்களே…
image_tamil_0192.jpg,ஓலூா.. அப்படி போகுதா கது. . இருக்கட்ரும்இருக்கட்ரும்..
image_tamil_0193.jpg,என்ன சோனழுத்தா போச்சா..?? ROFLPHOTOS.COM
image_tamil_0194.jpg,கோவம் வர மாதிரி காமெடி பண்ணோதே ••• roflphotos.com
image_tamil_0195.jpg,ரொம்ப கலாய்ப்க்கி றாங்கள. roflphotos.com
image_tamil_0196.jpg,கமெண்ட்ல என்னைய எப்டியெல்லொம் திட்டினாங்க தெரியுமாக்கா.. . நான் ரத்த் ரத்தமா வர்ந்தி எடுத்தேன்க்கோ.. 
image_tamil_0197.jpg,நீங்கல்லாம் திருந்தவே மாடங்களாடா roflphotos.com
image_tamil_0198.jpg,யோவ்..என்னய்யா பேச்க்பேச்ற..?? என்ன பேச்ற.?? roflp
image_tamil_0199.jpg,B எதுக்கு சீரக்க்றன்னுதெர்யும்டா.. இு உன்னை வெச்ச்க்கீறேன் ..
image_tamil_0200.jpg,"இதையெல்லாம் புயல்காத்துல உக்காந்து எவனாவுது, பொறி சாப்பிடுவான் அவன்கிடட பேோயி சோல்லு.. roflphotos.com"
image_tamil_0201.jpg,இது உனக்கு தேவையா..??
image_tamil_0202.jpg,கல்யாணம் பண்ணிக்காதேன்னு ஆம்பளைங்க மட்டுமே சொல்றாங்க.. இந்தபொண்ணுங்க ஏன் அுப்பிடி சொல்ல மாட்டிகிறாங்க???
image_tamil_0203.jpg,பய்புள்ள என்ன சொல்ல  வருது.… roflphotos.com
image_tamil_0204.jpg,ROFLPHOTOS.COM
image_tamil_0205.jpg,AFTER REJECTED ON INTERVIEW C EHR #ME போடுர நீயும் உன் வேலையும்…
image_tamil_0206.jpg,நீ யாருன்னு எனக்குதெரியும். நான் யாருன்னு உனக்கு தெரியும்… நாம ரெண்டு பேரும் யாருங்கிறது இந்த ருக்கே தெரியும்.. ROFLPHOTOS.COM
image_tamil_0207.jpg,அL போயா இருக்குற பிரச்சினைலை இது வேற ROFLPHOTOS.COM
image_tamil_0208.jpg,இதெல்லாம்  ஒவெர்  லொள்ளு.. rofiphotos.com
image_tamil_0209.jpg,அந்த பரதேசி மட்டும் என் கையிலை  கடைச்சான்… hoto 0m1
image_tamil_0210.jpg,rofiphotos.com
image_tamil_0211.jpg,என்ன பாத்து ஏன்டா அந்து கேன்வ் கட்ட?? Google
image_tamil_0212.jpg,என்ன நம்மைபேரை TAட பண்ணிருக்காோங்க.  roflphotos.com
image_tamil_0213.jpg,வற எதாவது கேள்வ் இருக்கா.. ?? ROFLPHOTOS.COM
image_tamil_0214.jpg,ROFLPHOTOS.COM
image_tamil_0215.jpg,டா? அதே தான்! அதான
image_tamil_0216.jpg,என்னாடா மெொரப்பு... roflphotos.com
image_tamil_0217.jpg,96 பரிதாபங்கள் roflphotos.com காமாட்சி..!! என்னங்க.!!! roflphotos.com
image_tamil_0218.jpg,எனகச் D னமேல் தான சந்தேகம்.. ROFLPHOTOS.COM
image_tamil_0219.jpg,எனக்கு அப்படியே ரெண்டு நிமிஷம் தலேய சுத்திரிச்கு… roflphotos.com
image_tamil_0220.jpg,தானம் எவ்வணவு தேரம்தான் வல்ீக்கோத மாதீரீயே நடிப்பேன்…
image_tamil_0221.jpg,ரைட்டு சைத்தான்சைக்கிள்ல  வருது.… க60600 IL'L6 roflphotos.com
image_tamil_0222.jpg,நான்எதுக்குய்யா நைட் 12 மணிக்கு சுடுகாட்டுக்கு பேோகணும்??? L ROFLPHOTOS.COM
image_tamil_0223.jpg,எல்லாம் ஒரு விளம்பuநம்  தான்.   ROFLPHOTOS.COM
image_tamil_0224.jpg,!@#$!@#%((*E*#%@##@!%#$%@#^@$*( roflphotos.com
image_tamil_0225.jpg,rofIphotos.com
image_tamil_0226.jpg,என்ை ஓு வல்லத்தம் கமிம்
image_tamil_0227.jpg,இந்த பட போதுமா..? இன்னும் கொஞ்சம் வேணுமா….3? ROFLPHOTOS.COM
image_tamil_0228.jpg,C ROFLPHOTOS.COM
image_tamil_0229.jpg,உங்களை மாதிரி ஒருபிரெண்ட்கடைக்க நான் ரொம்ப கொடுத்துவெச்சிருக்கணும். roflphotos.com
image_tamil_0230.jpg,இந்தகுரூப்ஸ்ட்ராங்கா இருக்கிறமாதிரி நம்ம உறவும் ஸ்ட்ரரங்கர் இருக்கணும்… L
image_tamil_0231.jpg,றேப்ப் பர்த்டே வேடிவபேலு. . roflphotos.com தேங்க்யூ மாம்… ஹிஹிஹ்… . roflphotos.com
image_tamil_0232.jpg,எனக்கு வர்ற கோவத்துக்கு உங்களை 8 : C
image_tamil_0233.jpg,உஷ்ஷ்ஷ்ஷ்ஷ் . roflphotos.com
image_tamil_0234.jpg,பபுள்ள் நல்லாத்தானே இருந்தான் தலை ட்டி
image_tamil_0235.jpg,நாரப்பய படுத்துறான்யா  என்னைய…. roflphotos.com
image_tamil_0236.jpg,நாம் யாருக்கு என்ன தீங்கு செய்தோம்.. ஏன் நமக்கு மட்டும் இவ்வாறு நடக்கிறது.. ROFLPHOTOS.COM
image_tamil_0237.jpg,தமாசு. தமாசு்.
image_tamil_0238.jpg,இத கிரம்ல் பUs பு்ாகCச
